Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Profit Margin %,Year
US-2019-147627,2019-01-20,2019-01-26,standard class,HL-15040,Hunter Lopez,consumer,United States,Jonesboro,Arkansas,72401,south,OFF-EN-10001539,office supplies,envelopes,Staple envelope,23.34,3,0.0,10.9698,47.0,2019
US-2019-147627,2019-01-20,2019-01-26,standard class,HL-15040,Hunter Lopez,consumer,United States,Jonesboro,Arkansas,72401,south,OFF-AR-10002375,office supplies,art,Newell 351,22.96,7,0.0,6.6584,29.0,2019
CA-2019-148614,2019-01-20,2019-01-25,standard class,MV-17485,Mark Van Huff,consumer,United States,Los Angeles,California,90049,west,FUR-FU-10003194,furniture,furnishings,"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",19.3,2,0.0,5.79,30.0,2019
CA-2019-167927,2019-01-20,2019-01-26,standard class,XP-21865,Xylona Preis,consumer,United States,Westland,Michigan,48185,central,OFF-AP-10002311,office supplies,appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",247.716,4,0.1,93.5816,37.77777777777778,2019
US-2019-147627,2019-01-20,2019-01-26,standard class,HL-15040,Hunter Lopez,consumer,United States,Jonesboro,Arkansas,72401,south,TEC-PH-10001061,technology,phones,Apple iPhone 5C,699.93,7,0.0,181.9818,26.0,2019
CA-2019-110422,2019-01-21,2019-01-23,second class,TB-21400,Tom Boeckenhauer,consumer,United States,Miami,Florida,33180,south,FUR-FU-10001889,furniture,furnishings,Ultra Door Pull Handle,25.248,3,0.2,4.1028,16.25,2019
CA-2019-146997,2019-01-23,2019-01-27,standard class,SG-20605,Speros Goranitis,consumer,United States,Lafayette,Indiana,47905,central,OFF-FA-10003467,office supplies,fasteners,"Alliance Big Bands Rubber Bands, 12/Pack",5.94,3,0.0,0.0,0.0,2019
CA-2019-102645,2019-01-23,2019-01-28,standard class,IM-15055,Ionia McGrath,consumer,United States,Las Vegas,Nevada,89115,west,OFF-PA-10001804,office supplies,paper,Xerox 195,40.08,6,0.0,19.2384,48.0,2019
US-2019-155502,2019-01-26,2019-01-31,standard class,SD-20485,Shirley Daniels,home office,United States,Alexandria,Virginia,22304,south,OFF-PA-10000380,office supplies,paper,"REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages",16.68,2,0.0,8.34,50.0,2019
CA-2019-167997,2019-01-26,2019-01-29,first class,CA-11965,Carol Adams,corporate,United States,Rapid City,South Dakota,57701,central,FUR-BO-10004409,furniture,bookcases,"Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray",141.96,2,0.0,39.7488,28.000000000000004,2019
US-2019-155502,2019-01-26,2019-01-31,standard class,SD-20485,Shirley Daniels,home office,United States,Alexandria,Virginia,22304,south,TEC-PH-10002103,technology,phones,Jabra SPEAK 410,187.98,2,0.0,52.6344,28.000000000000004,2019
US-2019-155502,2019-01-26,2019-01-31,standard class,SD-20485,Shirley Daniels,home office,United States,Alexandria,Virginia,22304,south,FUR-FU-10001847,furniture,furnishings,Eldon Image Series Black Desk Accessories,12.42,3,0.0,4.4712,36.0,2019
US-2019-155502,2019-01-26,2019-01-31,standard class,SD-20485,Shirley Daniels,home office,United States,Alexandria,Virginia,22304,south,TEC-PH-10004833,technology,phones,Macally Suction Cup Mount,155.35,13,0.0,0.0,0.0,2019
US-2019-155502,2019-01-26,2019-01-31,standard class,SD-20485,Shirley Daniels,home office,United States,Alexandria,Virginia,22304,south,OFF-PA-10003072,office supplies,paper,"Eureka Recycled Copy Paper 8 1/2"" x 11"", Ream",19.44,3,0.0,9.3312,48.00000000000001,2019
US-2019-155502,2019-01-26,2019-01-31,standard class,SD-20485,Shirley Daniels,home office,United States,Alexandria,Virginia,22304,south,OFF-ST-10004337,office supplies,storage,"SAFCO Commercial Wire Shelving, 72h",489.92,8,0.0,0.0,0.0,2019
US-2019-155502,2019-01-26,2019-01-31,standard class,SD-20485,Shirley Daniels,home office,United States,Alexandria,Virginia,22304,south,FUR-FU-10004587,furniture,furnishings,"GE General Use Halogen Bulbs, 100 Watts, 1 Bulb per Pack",62.82,3,0.0,30.7818,49.0,2019
CA-2019-167997,2019-01-26,2019-01-29,first class,CA-11965,Carol Adams,corporate,United States,Rapid City,South Dakota,57701,central,OFF-BI-10001758,office supplies,binders,Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders,10.68,2,0.0,5.0196,47.0,2019
US-2019-117163,2019-01-27,2019-02-02,standard class,EJ-13720,Ed Jacobs,consumer,United States,San Diego,California,92037,west,OFF-ST-10003692,office supplies,storage,Recycled Steel Personal File for Hanging File Folders,57.23,1,0.0,14.3075,25.0,2019
US-2019-117163,2019-01-27,2019-02-02,standard class,EJ-13720,Ed Jacobs,consumer,United States,San Diego,California,92037,west,OFF-AR-10003179,office supplies,art,Dixon Ticonderoga Core-Lock Colored Pencils,36.44,4,0.0,12.0252,33.0,2019
US-2019-117163,2019-01-27,2019-02-02,standard class,EJ-13720,Ed Jacobs,consumer,United States,San Diego,California,92037,west,FUR-TA-10003469,furniture,tables,Balt Split Level Computer Training Table,333.0,3,0.2,-16.65,-5.0,2019
CA-2019-100328,2019-01-28,2019-02-03,standard class,JC-15340,Jasper Cacioppo,consumer,United States,New York City,New York,10024,east,OFF-BI-10000343,office supplies,binders,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",3.928,1,0.2,1.3257,33.75,2019
CA-2019-134103,2019-01-30,2019-02-04,standard class,MV-18190,Mike Vittorini,consumer,United States,Detroit,Michigan,48234,central,OFF-ST-10000991,office supplies,storage,Space Solutions HD Industrial Steel Shelving.,229.94,2,0.0,6.8982,3.0000000000000004,2019
CA-2019-134103,2019-01-30,2019-02-04,standard class,MV-18190,Mike Vittorini,consumer,United States,Detroit,Michigan,48234,central,OFF-PA-10001204,office supplies,paper,Xerox 1972,10.56,2,0.0,4.752,44.99999999999999,2019
CA-2019-115161,2019-01-31,2019-02-02,first class,LC-17050,Liz Carlisle,consumer,United States,Mission Viejo,California,92691,west,FUR-BO-10003966,furniture,bookcases,"Sauder Facets Collection Library, Sky Alder Finish",290.666,2,0.15,3.4196,1.1764705882352942,2019
CA-2019-140795,2019-02-01,2019-02-03,first class,BD-11500,Bradley Drucker,consumer,United States,Green Bay,Wisconsin,54302,central,TEC-AC-10001432,technology,accessories,Enermax Aurora Lite Keyboard,468.9,6,0.0,206.316,44.0,2019
CA-2019-123400,2019-02-02,2019-02-09,standard class,EB-13930,Eric Barreto,consumer,United States,Saint Petersburg,Florida,33710,south,OFF-BI-10000666,office supplies,binders,Surelock Post Binders,18.336,2,0.7,-12.224,-66.66666666666667,2019
CA-2019-123400,2019-02-02,2019-02-09,standard class,EB-13930,Eric Barreto,consumer,United States,Saint Petersburg,Florida,33710,south,TEC-PH-10002890,technology,phones,AT&T 17929 Lendline Telephone,180.96,5,0.2,13.572,7.5,2019
CA-2019-139857,2019-02-02,2019-02-06,standard class,CD-12790,Cynthia Delaney,home office,United States,San Diego,California,92037,west,OFF-FA-10001843,office supplies,fasteners,Staples,12.35,5,0.0,5.8045,47.0,2019
CA-2019-111059,2019-02-03,2019-02-06,second class,TB-21400,Tom Boeckenhauer,consumer,United States,Seattle,Washington,98105,west,OFF-BI-10002827,office supplies,binders,Avery Durable Poly Binders,13.272,3,0.2,4.3134,32.49999999999999,2019
CA-2019-111059,2019-02-03,2019-02-06,second class,TB-21400,Tom Boeckenhauer,consumer,United States,Seattle,Washington,98105,west,OFF-BI-10004593,office supplies,binders,Ibico Laser Imprintable Binding System Covers,83.84,2,0.2,27.248,32.5,2019
CA-2019-107181,2019-02-04,2019-02-08,standard class,DB-13270,Deborah Brumfield,home office,United States,San Diego,California,92024,west,OFF-BI-10004230,office supplies,binders,GBC Recycled Grain Textured Covers,82.896,3,0.2,29.0136,35.0,2019
CA-2019-107181,2019-02-04,2019-02-08,standard class,DB-13270,Deborah Brumfield,home office,United States,San Diego,California,92024,west,OFF-PA-10000350,office supplies,paper,"Message Book, Standard Line ""While You Were Out"", 5 1/2"" X 4"", 200 Sets/Book",34.24,4,0.0,16.0928,47.0,2019
CA-2019-104808,2019-02-04,2019-02-08,second class,MH-17440,Mark Haberlin,corporate,United States,Escondido,California,92025,west,OFF-BI-10003676,office supplies,binders,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",17.248,2,0.2,6.0368,35.0,2019
CA-2019-131905,2019-02-06,2019-02-09,first class,ND-18460,Neil Ducich,corporate,United States,Chesapeake,Virginia,23320,south,TEC-PH-10001615,technology,phones,AT&T CL82213,144.95,5,0.0,42.0355,29.000000000000004,2019
CA-2019-131905,2019-02-06,2019-02-09,first class,ND-18460,Neil Ducich,corporate,United States,Chesapeake,Virginia,23320,south,TEC-PH-10003645,technology,phones,Aastra 57i VoIP phone,161.61,1,0.0,42.0186,26.0,2019
CA-2019-131905,2019-02-06,2019-02-09,first class,ND-18460,Neil Ducich,corporate,United States,Chesapeake,Virginia,23320,south,OFF-LA-10002787,office supplies,labels,Avery 480,15.0,4,0.0,7.2,48.00000000000001,2019
CA-2019-108182,2019-02-06,2019-02-10,second class,DL-13315,Delfina Latchford,consumer,United States,Romeoville,Illinois,60441,central,OFF-BI-10001196,office supplies,binders,"Avery Flip-Chart Easel Binder, Black",8.952,2,0.8,-14.7708,-165.0,2019
CA-2019-107755,2019-02-07,2019-02-12,standard class,CK-12760,Cyma Kinney,corporate,United States,Linden,New Jersey,7036,east,TEC-AC-10000710,technology,accessories,Maxell DVD-RAM Discs,115.36,7,0.0,49.6048,43.0,2019
US-2019-169390,2019-02-07,2019-02-10,second class,CS-12250,Chris Selesnick,corporate,United States,New York City,New York,10024,east,OFF-ST-10001558,office supplies,storage,Acco Perma 4000 Stacking Storage Drawers,64.96,4,0.0,9.744,15.000000000000002,2019
CA-2019-125759,2019-02-08,2019-02-09,first class,NM-18445,Nathan Mautz,home office,United States,North Las Vegas,Nevada,89031,west,FUR-FU-10002111,furniture,furnishings,"Master Caster Door Stop, Large Brown",14.56,2,0.0,5.5328,38.0,2019
CA-2019-168368,2019-02-11,2019-02-15,second class,GA-14725,Guy Armstrong,consumer,United States,Columbia,Missouri,65203,central,OFF-ST-10002583,office supplies,storage,Fellowes Neat Ideas Storage Cubes,64.96,2,0.0,2.5984,4.0,2019
CA-2019-168368,2019-02-11,2019-02-15,second class,GA-14725,Guy Armstrong,consumer,United States,Columbia,Missouri,65203,central,FUR-CH-10001146,furniture,chairs,"Global Value Mid-Back Manager's Chair, Gray",60.89,1,0.0,15.2225,25.0,2019
CA-2019-168368,2019-02-11,2019-02-15,second class,GA-14725,Guy Armstrong,consumer,United States,Columbia,Missouri,65203,central,OFF-LA-10004853,office supplies,labels,Avery 483,14.94,3,0.0,6.8724,46.0,2019
CA-2019-168368,2019-02-11,2019-02-15,second class,GA-14725,Guy Armstrong,consumer,United States,Columbia,Missouri,65203,central,OFF-BI-10004728,office supplies,binders,Wilson Jones Turn Tabs Binder Tool for Ring Binders,9.64,2,0.0,4.4344,46.0,2019
CA-2019-168368,2019-02-11,2019-02-15,second class,GA-14725,Guy Armstrong,consumer,United States,Columbia,Missouri,65203,central,FUR-FU-10002298,furniture,furnishings,"Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle",332.94,3,0.0,53.2704,16.0,2019
CA-2019-127614,2019-02-11,2019-02-15,standard class,NF-18385,Natalie Fritzler,consumer,United States,Chesapeake,Virginia,23320,south,OFF-BI-10003291,office supplies,binders,Wilson Jones Leather-Like Binders with DublLock Round Rings,17.46,2,0.0,8.2062,47.0,2019
CA-2019-168368,2019-02-11,2019-02-15,second class,GA-14725,Guy Armstrong,consumer,United States,Columbia,Missouri,65203,central,OFF-BI-10004654,office supplies,binders,VariCap6 Expandable Binder,51.9,3,0.0,24.393,47.0,2019
CA-2019-127614,2019-02-11,2019-02-15,standard class,NF-18385,Natalie Fritzler,consumer,United States,Chesapeake,Virginia,23320,south,FUR-TA-10003715,furniture,tables,Hon 2111 Invitation Series Corner Table,1256.22,6,0.0,75.3732,6.0,2019
CA-2019-127614,2019-02-11,2019-02-15,standard class,NF-18385,Natalie Fritzler,consumer,United States,Chesapeake,Virginia,23320,south,TEC-AC-10001432,technology,accessories,Enermax Aurora Lite Keyboard,234.45,3,0.0,103.158,44.0,2019
US-2019-110674,2019-02-12,2019-02-18,standard class,SC-20095,Sanjit Chand,consumer,United States,Concord,California,94521,west,FUR-CH-10000225,furniture,chairs,"Global Geo Office Task Chair, Gray",129.568,2,0.2,-24.294,-18.75,2019
CA-2019-121762,2019-02-14,2019-02-18,standard class,ML-17395,Marina Lichtenstein,corporate,United States,Seattle,Washington,98103,west,OFF-SU-10000157,office supplies,supplies,Compact Automatic Electric Letter Opener,238.62,2,0.0,4.7724,2.0,2019
CA-2019-121762,2019-02-14,2019-02-18,standard class,ML-17395,Marina Lichtenstein,corporate,United States,Seattle,Washington,98103,west,OFF-AP-10001293,office supplies,appliances,Belkin 8 Outlet Surge Protector,81.96,2,0.0,22.9488,28.000000000000004,2019
CA-2019-121762,2019-02-14,2019-02-18,standard class,ML-17395,Marina Lichtenstein,corporate,United States,Seattle,Washington,98103,west,TEC-AC-10000736,technology,accessories,Logitech G600 MMO Gaming Mouse,239.97,3,0.0,86.3892,36.0,2019
CA-2019-107706,2019-02-14,2019-02-19,second class,ST-20530,Shui Tom,consumer,United States,Houston,Texas,77095,central,OFF-PA-10000466,office supplies,paper,"Memo Book, 100 Message Capacity, 5 3/8” x 11”",16.176,3,0.2,6.066,37.5,2019
CA-2019-165568,2019-02-15,2019-02-19,standard class,BF-11020,Barry Französisch,corporate,United States,Seattle,Washington,98105,west,OFF-BI-10001031,office supplies,binders,Pressboard Data Binders by Wilson Jones,21.36,5,0.2,7.209,33.75,2019
